user_account,followers_count,follows_count,media_count,created_date,followers_count_group,,,
 comp 18,6041,1740,671,2021-09-30 04:00:35.387673+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 05:00:39.346149+00,Under 1k,,,
 comp 2,1118,916,25,2021-09-30 05:00:39.346149+00,1k-5k,,,
 comp 3,858,428,100,2021-09-30 05:00:39.346149+00,Under 1k,,,
 comp 10,11420,4232,377,2021-09-30 05:00:39.346149+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 05:00:39.346149+00,1k-5k,,,
 comp 15,9078,6866,976,2021-09-30 05:00:39.346149+00,5k-10k,,,
 comp 17,16765,854,263,2021-09-30 05:00:39.346149+00,Over 10k,,,
 comp 18,6043,1740,671,2021-09-30 05:00:39.346149+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 06:00:35.938198+00,Under 1k,,,
 comp 2,1121,917,25,2021-09-30 06:00:35.938198+00,1k-5k,,,
 comp 3,857,428,100,2021-09-30 06:00:35.938198+00,Under 1k,,,
 comp 10,11419,4232,377,2021-09-30 06:00:35.938198+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 06:00:35.938198+00,1k-5k,,,
 comp 15,9076,6866,976,2021-09-30 06:00:35.938198+00,5k-10k,,,
 comp 17,16766,854,263,2021-09-30 06:00:35.938198+00,Over 10k,,,
 comp 18,6043,1740,671,2021-09-30 06:00:35.938198+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 07:00:37.110485+00,Under 1k,,,
 comp 2,1123,918,25,2021-09-30 07:00:37.110485+00,1k-5k,,,
 comp 3,857,429,100,2021-09-30 07:00:37.110485+00,Under 1k,,,
 comp 10,11419,4232,377,2021-09-30 07:00:37.110485+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 07:00:37.110485+00,1k-5k,,,
 comp 15,9075,6866,976,2021-09-30 07:00:37.110485+00,5k-10k,,,
 comp 17,16776,854,263,2021-09-30 07:00:37.110485+00,Over 10k,,,
 comp 18,6041,1740,671,2021-09-30 07:00:37.110485+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 08:00:42.991471+00,Under 1k,,,
 comp 2,1121,918,25,2021-09-30 08:00:42.991471+00,1k-5k,,,
 comp 3,857,429,100,2021-09-30 08:00:42.991471+00,Under 1k,,,
nomadpursuit,962,425,73,2021-10-01 19:00:37.95519+00,Under 1k,,,
 comp 2,1168,909,25,2021-10-01 19:00:37.95519+00,1k-5k,,,
 comp 3,864,431,102,2021-10-01 19:00:37.95519+00,Under 1k,,,
 comp 10,11416,4235,378,2021-10-01 19:00:37.95519+00,Over 10k,,,
 comp 14,3489,822,90,2021-10-01 19:00:37.95519+00,1k-5k,,,
 comp 15,9070,6872,977,2021-10-01 19:00:37.95519+00,5k-10k,,,
 comp 10,11419,4232,377,2021-09-30 08:00:42.991471+00,Over 10k,,,
 comp 17,17058,856,264,2021-10-01 19:00:37.95519+00,Over 10k,,,
 comp 18,6050,1747,674,2021-10-01 19:00:37.95519+00,5k-10k,,,
 comp 14,3481,820,90,2021-09-30 08:00:42.991471+00,1k-5k,,,
 comp 15,9077,6866,976,2021-09-30 08:00:42.991471+00,5k-10k,,,
 comp 17,16777,854,263,2021-09-30 08:00:42.991471+00,Over 10k,,,
 comp 18,6043,1742,671,2021-09-30 08:00:42.991471+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 09:00:35.537669+00,Under 1k,,,
 comp 2,1122,918,25,2021-09-30 09:00:35.537669+00,1k-5k,,,
 comp 3,857,429,100,2021-09-30 09:00:35.537669+00,Under 1k,,,
 comp 10,11419,4232,377,2021-09-30 09:00:35.537669+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 09:00:35.537669+00,1k-5k,,,
 comp 15,9076,6866,976,2021-09-30 09:00:35.537669+00,5k-10k,,,
 comp 17,16779,853,263,2021-09-30 09:00:35.537669+00,Over 10k,,,
 comp 18,6043,1742,671,2021-09-30 09:00:35.537669+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 10:00:35.375761+00,Under 1k,,,
 comp 2,1122,918,25,2021-09-30 10:00:35.375761+00,1k-5k,,,
 comp 3,857,429,100,2021-09-30 10:00:35.375761+00,Under 1k,,,
 comp 10,11418,4232,377,2021-09-30 10:00:35.375761+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 10:00:35.375761+00,1k-5k,,,
 comp 15,9075,6866,976,2021-09-30 10:00:35.375761+00,5k-10k,,,
 comp 17,16782,853,263,2021-09-30 10:00:35.375761+00,Over 10k,,,
 comp 18,6042,1742,671,2021-09-30 10:00:35.375761+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 11:00:35.47366+00,Under 1k,,,
 comp 2,1124,881,25,2021-09-30 11:00:35.47366+00,1k-5k,,,
 comp 3,857,429,100,2021-09-30 11:00:35.47366+00,Under 1k,,,
 comp 10,11419,4232,377,2021-09-30 11:00:35.47366+00,Over 10k,,,
 comp 14,3481,820,90,2021-09-30 11:00:35.47366+00,1k-5k,,,
 comp 15,9075,6866,976,2021-09-30 11:00:35.47366+00,5k-10k,,,
 comp 17,16795,853,263,2021-09-30 11:00:35.47366+00,Over 10k,,,
 comp 18,6041,1742,671,2021-09-30 11:00:35.47366+00,5k-10k,,,
nomadpursuit,960,418,72,2021-09-30 12:00:36.956244+00,Under 1k,,,
 comp 2,1125,884,25,2021-09-30 12:00:36.956244+00,1k-5k,,,
 comp 3,856,429,100,2021-09-30 12:00:36.956244+00,Under 1k,,,
 comp 10,11418,4232,377,2021-09-30 12:00:36.956244+00,Over 10k,,,
 comp 14,3482,820,90,2021-09-30 12:00:36.956244+00,1k-5k,,,
 comp 15,9074,6866,976,2021-09-30 12:00:36.956244+00,5k-10k,,,
 comp 17,16810,853,263,2021-09-30 12:00:36.956244+00,Over 10k,,,
 comp 18,6040,1743,671,2021-09-30 12:00:36.956244+00,5k-10k,,,
nomadpursuit,962,425,73,2021-10-01 20:00:35.672103+00,Under 1k,,,
 comp 2,1170,912,25,2021-10-01 20:00:35.672103+00,1k-5k,,,
nomadpursuit,960,418,72,2021-09-30 13:00:35.773099+00,Under 1k,,,
 comp 3,864,431,102,2021-10-01 20:00:35.672103+00,Under 1k,,,
 comp 2,1127,885,25,2021-09-30 13:00:35.773099+00,1k-5k,,,
 comp 3,856,429,100,2021-09-30 13:00:35.773099+00,Under 1k,,,
 comp 10,11416,4235,378,2021-10-01 20:00:35.672103+00,Over 10k,,,
 comp 14,3489,822,90,2021-10-01 20:00:35.672103+00,1k-5k,,,
 comp 15,9069,6870,977,2021-10-01 20:00:35.672103+00,5k-10k,,,
 comp 17,17060,856,264,2021-10-01 20:00:35.672103+00,Over 10k,,,
 comp 18,6050,1746,674,2021-10-01 20:00:35.672103+00,5k-10k,,,
 comp 10,11418,4232,377,2021-09-30 13:00:35.773099+00,Over 10k,,,
 comp 14,3482,820,90,2021-09-30 13:00:35.773099+00,1k-5k,,,
 comp 15,9074,6866,976,2021-09-30 13:00:35.773099+00,5k-10k,,,
 comp 17,16816,853,263,2021-09-30 13:00:35.773099+00,Over 10k,,,
 comp 18,6040,1743,671,2021-09-30 13:00:35.773099+00,5k-10k,,,
nomadpursuit,616,307,53,2021-07-27 13:00:42.34715+00,Under 1k,,,
 comp 2,609,651,19,2021-07-27 13:00:42.34715+00,Under 1k,,,
 comp 3,603,360,75,2021-07-27 13:00:42.34715+00,Under 1k,,,
 comp 10,11175,3974,350,2021-07-27 13:00:42.34715+00,Over 10k,,,
 comp 14,3024,872,78,2021-07-27 13:00:42.34715+00,1k-5k,,,
 comp 15,8687,6947,959,2021-07-27 13:00:42.34715+00,5k-10k,,,
 comp 17,12391,863,223,2021-07-27 13:00:42.34715+00,Over 10k,,,
 comp 18,5522,1896,621,2021-07-27 13:00:42.34715+00,5k-10k,,,
nomadpursuit,616,307,53,2021-07-27 14:00:41.653444+00,Under 1k,,,
 comp 2,609,664,19,2021-07-27 14:00:41.653444+00,Under 1k,,,
 comp 3,603,360,75,2021-07-27 14:00:41.653444+00,Under 1k,,,
 comp 10,11176,3974,350,2021-07-27 14:00:41.653444+00,Over 10k,,,
 comp 14,3024,872,78,2021-07-27 14:00:41.653444+00,1k-5k,,,
 comp 15,8687,6947,959,2021-07-27 14:00:41.653444+00,5k-10k,,,
 comp 17,12393,863,223,2021-07-27 14:00:41.653444+00,Over 10k,,,
 comp 18,5526,1896,621,2021-07-27 14:00:41.653444+00,5k-10k,,,
nomadpursuit,617,307,53,2021-07-27 15:00:44.002259+00,Under 1k,,,
 comp 2,609,664,19,2021-07-27 15:00:44.002259+00,Under 1k,,,
 comp 3,602,360,75,2021-07-27 15:00:44.002259+00,Under 1k,,,
 comp 10,11179,3977,350,2021-07-27 15:00:44.002259+00,Over 10k,,,
 comp 14,3024,872,78,2021-07-27 15:00:44.002259+00,1k-5k,,,
 comp 15,8689,6947,959,2021-07-27 15:00:44.002259+00,5k-10k,,,
 comp 17,12398,862,223,2021-07-27 15:00:44.002259+00,Over 10k,,,
 comp 18,5531,1897,621,2021-07-27 15:00:44.002259+00,5k-10k,,,
nomadpursuit,618,307,53,2021-07-27 16:00:41.445203+00,Under 1k,,,
 comp 2,609,664,19,2021-07-27 16:00:41.445203+00,Under 1k,,,
 comp 3,600,360,75,2021-07-27 16:00:41.445203+00,Under 1k,,,
 comp 10,11182,3977,350,2021-07-27 16:00:41.445203+00,Over 10k,,,
nomadpursuit,962,425,73,2021-10-01 21:00:35.938981+00,Under 1k,,,
 comp 2,1170,912,25,2021-10-01 21:00:35.938981+00,1k-5k,,,
 comp 3,863,431,102,2021-10-01 21:00:35.938981+00,Under 1k,,,
 comp 14,3025,872,78,2021-07-27 16:00:41.445203+00,1k-5k,,,
 comp 15,8689,6945,959,2021-07-27 16:00:41.445203+00,5k-10k,,,
 comp 10,11416,4235,378,2021-10-01 21:00:35.938981+00,Over 10k,,,
 comp 17,12403,863,223,2021-07-27 16:00:41.445203+00,Over 10k,,,
 comp 18,5535,1897,621,2021-07-27 16:00:41.445203+00,5k-10k,,,
 comp 14,3490,822,90,2021-10-01 21:00:35.938981+00,1k-5k,,,
 comp 15,9070,6865,977,2021-10-01 21:00:35.938981+00,5k-10k,,,
nomadpursuit,619,307,53,2021-07-27 17:00:44.896694+00,Under 1k,,,
 comp 17,17064,856,264,2021-10-01 21:00:35.938981+00,Over 10k,,,
 comp 2,610,664,19,2021-07-27 17:00:44.896694+00,Under 1k,,,
 comp 3,600,360,75,2021-07-27 17:00:44.896694+00,Under 1k,,,
 comp 18,6050,1746,674,2021-10-01 21:00:35.938981+00,5k-10k,,,
 comp 10,11183,3977,350,2021-07-27 17:00:44.896694+00,Over 10k,,,
 comp 14,3025,872,78,2021-07-27 17:00:44.896694+00,1k-5k,,,
 comp 15,8689,6945,959,2021-07-27 17:00:44.896694+00,5k-10k,,,
 comp 17,12404,863,223,2021-07-27 17:00:44.896694+00,Over 10k,,,
 comp 18,5537,1897,621,2021-07-27 17:00:44.896694+00,5k-10k,,,
nomadpursuit,619,307,53,2021-07-27 18:00:50.557705+00,Under 1k,,,
 comp 2,609,664,19,2021-07-27 18:00:50.557705+00,Under 1k,,,
 comp 3,598,359,75,2021-07-27 18:00:50.557705+00,Under 1k,,,
 comp 10,11183,3977,350,2021-07-27 18:00:50.557705+00,Over 10k,,,
 comp 14,3027,872,78,2021-07-27 18:00:50.557705+00,1k-5k,,,
 comp 15,8689,6947,959,2021-07-27 18:00:50.557705+00,5k-10k,,,
 comp 17,12404,863,223,2021-07-27 18:00:50.557705+00,Over 10k,,,
 comp 18,5539,1897,621,2021-07-27 18:00:50.557705+00,5k-10k,,,
nomadpursuit,619,307,53,2021-07-27 19:00:49.975104+00,Under 1k,,,
 comp 2,609,664,19,2021-07-27 19:00:49.975104+00,Under 1k,,,
 comp 3,600,360,75,2021-07-27 19:00:49.975104+00,Under 1k,,,
 comp 10,11182,3976,351,2021-07-27 19:00:49.975104+00,Over 10k,,,
 comp 14,3027,872,78,2021-07-27 19:00:49.975104+00,1k-5k,,,
 comp 15,8689,6946,959,2021-07-27 19:00:49.975104+00,5k-10k,,,
 comp 17,12405,864,223,2021-07-27 19:00:49.975104+00,Over 10k,,,
 comp 18,5541,1897,620,2021-07-27 19:00:49.975104+00,5k-10k,,,
nomadpursuit,620,307,53,2021-07-27 20:00:50.040996+00,Under 1k,,,
 comp 2,609,665,19,2021-07-27 20:00:50.040996+00,Under 1k,,,
 comp 3,600,359,75,2021-07-27 20:00:50.040996+00,Under 1k,,,
 comp 10,11181,3975,351,2021-07-27 20:00:50.040996+00,Over 10k,,,
 comp 14,3026,872,78,2021-07-27 20:00:50.040996+00,1k-5k,,,
 comp 15,8690,6948,959,2021-07-27 20:00:50.040996+00,5k-10k,,,
 comp 17,12409,865,223,2021-07-27 20:00:50.040996+00,Over 10k,,,
 comp 18,5543,1897,620,2021-07-27 20:00:50.040996+00,5k-10k,,,
nomadpursuit,620,307,53,2021-07-27 21:00:39.78233+00,Under 1k,,,
 comp 2,609,665,19,2021-07-27 21:00:39.78233+00,Under 1k,,,
 comp 3,600,360,75,2021-07-27 21:00:39.78233+00,Under 1k,,,
nomadpursuit,962,425,73,2021-10-01 22:00:37.517609+00,Under 1k,,,
 comp 2,1171,912,25,2021-10-01 22:00:37.517609+00,1k-5k,,,
 comp 3,863,431,102,2021-10-01 22:00:37.517609+00,Under 1k,,,
 comp 10,11417,4235,378,2021-10-01 22:00:37.517609+00,Over 10k,,,
 comp 10,11182,3975,351,2021-07-27 21:00:39.78233+00,Over 10k,,,
 comp 14,3490,822,90,2021-10-01 22:00:37.517609+00,1k-5k,,,
 comp 15,9070,6864,977,2021-10-01 22:00:37.517609+00,5k-10k,,,
 comp 17,17074,855,264,2021-10-01 22:00:37.517609+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-27 21:00:39.78233+00,1k-5k,,,
 comp 15,8690,6947,959,2021-07-27 21:00:39.78233+00,5k-10k,,,
 comp 18,6050,1747,674,2021-10-01 22:00:37.517609+00,5k-10k,,,
 comp 17,12409,865,223,2021-07-27 21:00:39.78233+00,Over 10k,,,
 comp 18,5548,1897,620,2021-07-27 21:00:39.78233+00,5k-10k,,,
nomadpursuit,620,307,53,2021-07-27 22:00:47.114635+00,Under 1k,,,
 comp 2,609,665,19,2021-07-27 22:00:47.114635+00,Under 1k,,,
 comp 3,600,359,75,2021-07-27 22:00:47.114635+00,Under 1k,,,
 comp 10,11181,3975,351,2021-07-27 22:00:47.114635+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-27 22:00:47.114635+00,1k-5k,,,
 comp 15,8690,6949,959,2021-07-27 22:00:47.114635+00,5k-10k,,,
 comp 17,12409,866,223,2021-07-27 22:00:47.114635+00,Over 10k,,,
 comp 18,5549,1897,620,2021-07-27 22:00:47.114635+00,5k-10k,,,
nomadpursuit,620,307,53,2021-07-27 23:00:41.444399+00,Under 1k,,,
 comp 2,609,665,19,2021-07-27 23:00:41.444399+00,Under 1k,,,
 comp 3,600,359,75,2021-07-27 23:00:41.444399+00,Under 1k,,,
 comp 10,11181,3975,351,2021-07-27 23:00:41.444399+00,Over 10k,,,
 comp 14,3031,872,78,2021-07-27 23:00:41.444399+00,1k-5k,,,
 comp 15,8690,6949,959,2021-07-27 23:00:41.444399+00,5k-10k,,,
 comp 17,12410,866,223,2021-07-27 23:00:41.444399+00,Over 10k,,,
 comp 18,5550,1897,620,2021-07-27 23:00:41.444399+00,5k-10k,,,
nomadpursuit,621,307,53,2021-07-28 00:00:41.884878+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 00:00:41.884878+00,Under 1k,,,
 comp 3,600,359,75,2021-07-28 00:00:41.884878+00,Under 1k,,,
 comp 10,11182,3975,351,2021-07-28 00:00:41.884878+00,Over 10k,,,
 comp 14,3031,872,78,2021-07-28 00:00:41.884878+00,1k-5k,,,
 comp 15,8691,6949,959,2021-07-28 00:00:41.884878+00,5k-10k,,,
 comp 17,12412,866,223,2021-07-28 00:00:41.884878+00,Over 10k,,,
 comp 18,5551,1897,620,2021-07-28 00:00:41.884878+00,5k-10k,,,
nomadpursuit,622,308,53,2021-07-28 01:00:43.058196+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 01:00:43.058196+00,Under 1k,,,
 comp 3,600,359,75,2021-07-28 01:00:43.058196+00,Under 1k,,,
 comp 10,11182,3975,351,2021-07-28 01:00:43.058196+00,Over 10k,,,
 comp 14,3031,872,78,2021-07-28 01:00:43.058196+00,1k-5k,,,
 comp 15,8691,6949,959,2021-07-28 01:00:43.058196+00,5k-10k,,,
 comp 17,12414,866,223,2021-07-28 01:00:43.058196+00,Over 10k,,,
 comp 18,5552,1899,620,2021-07-28 01:00:43.058196+00,5k-10k,,,
nomadpursuit,622,308,53,2021-07-28 02:00:44.115616+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 02:00:44.115616+00,Under 1k,,,
 comp 3,600,359,75,2021-07-28 02:00:44.115616+00,Under 1k,,,
 comp 10,11182,3975,351,2021-07-28 02:00:44.115616+00,Over 10k,,,
 comp 14,3030,872,78,2021-07-28 02:00:44.115616+00,1k-5k,,,
 comp 15,8691,6949,959,2021-07-28 02:00:44.115616+00,5k-10k,,,
 comp 17,12416,866,223,2021-07-28 02:00:44.115616+00,Over 10k,,,
 comp 18,5553,1899,620,2021-07-28 02:00:44.115616+00,5k-10k,,,
nomadpursuit,622,310,53,2021-07-28 03:00:40.109503+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 03:00:40.109503+00,Under 1k,,,
 comp 3,599,359,75,2021-07-28 03:00:40.109503+00,Under 1k,,,
 comp 10,11181,3975,351,2021-07-28 03:00:40.109503+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-28 03:00:40.109503+00,1k-5k,,,
 comp 15,8691,6934,959,2021-07-28 03:00:40.109503+00,5k-10k,,,
 comp 17,12415,866,223,2021-07-28 03:00:40.109503+00,Over 10k,,,
 comp 18,5555,1899,620,2021-07-28 03:00:40.109503+00,5k-10k,,,
nomadpursuit,621,311,53,2021-07-28 04:00:41.875471+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 04:00:41.875471+00,Under 1k,,,
 comp 3,597,359,75,2021-07-28 04:00:41.875471+00,Under 1k,,,
 comp 10,11181,3972,351,2021-07-28 04:00:41.875471+00,Over 10k,,,
 comp 14,3028,872,78,2021-07-28 04:00:41.875471+00,1k-5k,,,
 comp 15,8691,6917,959,2021-07-28 04:00:41.875471+00,5k-10k,,,
 comp 17,12414,865,223,2021-07-28 04:00:41.875471+00,Over 10k,,,
 comp 18,5555,1899,620,2021-07-28 04:00:41.875471+00,5k-10k,,,
nomadpursuit,621,311,53,2021-07-28 05:00:40.499025+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 05:00:40.499025+00,Under 1k,,,
 comp 3,599,359,75,2021-07-28 05:00:40.499025+00,Under 1k,,,
 comp 10,11181,3972,351,2021-07-28 05:00:40.499025+00,Over 10k,,,
 comp 14,3028,872,78,2021-07-28 05:00:40.499025+00,1k-5k,,,
 comp 15,8691,6919,959,2021-07-28 05:00:40.499025+00,5k-10k,,,
 comp 17,12413,865,223,2021-07-28 05:00:40.499025+00,Over 10k,,,
 comp 18,5555,1899,620,2021-07-28 05:00:40.499025+00,5k-10k,,,
nomadpursuit,622,311,53,2021-07-28 06:00:39.24768+00,Under 1k,,,
 comp 2,609,665,19,2021-07-28 06:00:39.24768+00,Under 1k,,,
 comp 3,599,359,75,2021-07-28 06:00:39.24768+00,Under 1k,,,
 comp 10,11182,3972,351,2021-07-28 06:00:39.24768+00,Over 10k,,,
 comp 14,3027,872,78,2021-07-28 06:00:39.24768+00,1k-5k,,,
 comp 15,8690,6919,959,2021-07-28 06:00:39.24768+00,5k-10k,,,
 comp 17,12413,865,223,2021-07-28 06:00:39.24768+00,Over 10k,,,
 comp 18,5557,1899,620,2021-07-28 06:00:39.24768+00,5k-10k,,,
nomadpursuit,622,311,53,2021-07-28 07:00:53.075375+00,Under 1k,,,
 comp 2,610,597,19,2021-07-28 07:00:53.075375+00,Under 1k,,,
 comp 3,596,359,75,2021-07-28 07:00:53.075375+00,Under 1k,,,
 comp 10,11182,3978,351,2021-07-28 07:00:53.075375+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-28 07:00:53.075375+00,1k-5k,,,
 comp 15,8690,6917,959,2021-07-28 07:00:53.075375+00,5k-10k,,,
 comp 17,12413,865,223,2021-07-28 07:00:53.075375+00,Over 10k,,,
 comp 18,5559,1899,621,2021-07-28 07:00:53.075375+00,5k-10k,,,
nomadpursuit,622,311,53,2021-07-28 08:00:43.656751+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 08:00:43.656751+00,Under 1k,,,
 comp 3,595,358,75,2021-07-28 08:00:43.656751+00,Under 1k,,,
 comp 10,11182,3982,351,2021-07-28 08:00:43.656751+00,Over 10k,,,
 comp 14,3030,872,78,2021-07-28 08:00:43.656751+00,1k-5k,,,
 comp 15,8690,6917,959,2021-07-28 08:00:43.656751+00,5k-10k,,,
 comp 17,12415,865,223,2021-07-28 08:00:43.656751+00,Over 10k,,,
 comp 18,5558,1899,621,2021-07-28 08:00:43.656751+00,5k-10k,,,
nomadpursuit,621,311,53,2021-07-28 09:00:41.857622+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 09:00:41.857622+00,Under 1k,,,
 comp 3,595,358,75,2021-07-28 09:00:41.857622+00,Under 1k,,,
 comp 10,11181,3982,351,2021-07-28 09:00:41.857622+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-28 09:00:41.857622+00,1k-5k,,,
 comp 15,8690,6917,959,2021-07-28 09:00:41.857622+00,5k-10k,,,
 comp 17,12413,865,223,2021-07-28 09:00:41.857622+00,Over 10k,,,
 comp 18,5561,1899,621,2021-07-28 09:00:41.857622+00,5k-10k,,,
nomadpursuit,621,311,53,2021-07-28 10:00:40.530338+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 10:00:40.530338+00,Under 1k,,,
 comp 3,595,358,75,2021-07-28 10:00:40.530338+00,Under 1k,,,
 comp 10,11184,3982,351,2021-07-28 10:00:40.530338+00,Over 10k,,,
 comp 14,3030,872,78,2021-07-28 10:00:40.530338+00,1k-5k,,,
 comp 15,8690,6917,959,2021-07-28 10:00:40.530338+00,5k-10k,,,
 comp 17,12414,865,223,2021-07-28 10:00:40.530338+00,Over 10k,,,
 comp 18,5562,1899,621,2021-07-28 10:00:40.530338+00,5k-10k,,,
nomadpursuit,623,311,53,2021-07-28 11:00:38.980623+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 11:00:38.980623+00,Under 1k,,,
 comp 3,596,413,75,2021-07-28 11:00:38.980623+00,Under 1k,,,
 comp 10,11185,3982,351,2021-07-28 11:00:38.980623+00,Over 10k,,,
 comp 14,3031,872,78,2021-07-28 11:00:38.980623+00,1k-5k,,,
 comp 15,8691,6917,959,2021-07-28 11:00:38.980623+00,5k-10k,,,
 comp 17,12416,865,223,2021-07-28 11:00:38.980623+00,Over 10k,,,
 comp 18,5562,1899,621,2021-07-28 11:00:38.980623+00,5k-10k,,,
nomadpursuit,623,311,53,2021-07-28 12:00:42.263113+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 12:00:42.263113+00,Under 1k,,,
 comp 3,611,417,76,2021-07-28 12:00:42.263113+00,Under 1k,,,
 comp 10,11181,3982,351,2021-07-28 12:00:42.263113+00,Over 10k,,,
 comp 14,3030,872,78,2021-07-28 12:00:42.263113+00,1k-5k,,,
 comp 15,8691,6917,959,2021-07-28 12:00:42.263113+00,5k-10k,,,
 comp 17,12419,865,223,2021-07-28 12:00:42.263113+00,Over 10k,,,
 comp 18,5566,1899,621,2021-07-28 12:00:42.263113+00,5k-10k,,,
nomadpursuit,624,312,53,2021-07-28 13:00:43.952153+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 13:00:43.952153+00,Under 1k,,,
 comp 3,613,417,76,2021-07-28 13:00:43.952153+00,Under 1k,,,
 comp 10,11180,3983,351,2021-07-28 13:00:43.952153+00,Over 10k,,,
 comp 14,3029,872,78,2021-07-28 13:00:43.952153+00,1k-5k,,,
 comp 15,8691,6917,959,2021-07-28 13:00:43.952153+00,5k-10k,,,
 comp 17,12420,865,223,2021-07-28 13:00:43.952153+00,Over 10k,,,
 comp 18,5566,1899,621,2021-07-28 13:00:43.952153+00,5k-10k,,,
nomadpursuit,624,312,53,2021-07-28 14:00:43.584524+00,Under 1k,,,
 comp 2,611,597,19,2021-07-28 14:00:43.584524+00,Under 1k,,,
 comp 3,613,417,76,2021-07-28 14:00:43.584524+00,Under 1k,,,
 comp 10,11183,3983,351,2021-07-28 14:00:43.584524+00,Over 10k,,,
 comp 14,3030,872,78,2021-07-28 14:00:43.584524+00,1k-5k,,,
 comp 15,8691,6917,959,2021-07-28 14:00:43.584524+00,5k-10k,,,
 comp 17,12420,865,223,2021-07-28 14:00:43.584524+00,Over 10k,,,
 comp 18,5566,1899,621,2021-07-28 14:00:43.584524+00,5k-10k,,,
nomadpursuit,625,312,53,2021-07-28 15:00:48.372154+00,Under 1k,,,
 comp 2,613,528,19,2021-07-28 15:00:48.372154+00,Under 1k,,,
 comp 3,615,418,76,2021-07-28 15:00:48.372154+00,Under 1k,,,
 comp 10,11180,3983,351,2021-07-28 15:00:48.372154+00,Over 10k,,,
 comp 14,3032,872,78,2021-07-28 15:00:48.372154+00,1k-5k,,,
 comp 15,8690,6917,960,2021-07-28 15:00:48.372154+00,5k-10k,,,
 comp 17,12423,865,223,2021-07-28 15:00:48.372154+00,Over 10k,,,
 comp 18,5565,1899,621,2021-07-28 15:00:48.372154+00,5k-10k,,,
nomadpursuit,625,312,53,2021-07-28 16:00:47.569874+00,Under 1k,,,
 comp 2,614,528,19,2021-07-28 16:00:47.569874+00,Under 1k,,,
 comp 3,615,418,76,2021-07-28 16:00:47.569874+00,Under 1k,,,
 comp 10,11183,3983,351,2021-07-28 16:00:47.569874+00,Over 10k,,,
 comp 14,3033,872,78,2021-07-28 16:00:47.569874+00,1k-5k,,,
 comp 15,8690,6919,960,2021-07-28 16:00:47.569874+00,5k-10k,,,
 comp 17,12423,866,223,2021-07-28 16:00:47.569874+00,Over 10k,,,
 comp 18,5564,1899,621,2021-07-28 16:00:47.569874+00,5k-10k,,,
nomadpursuit,626,312,53,2021-07-28 17:00:41.494939+00,Under 1k,,,
 comp 2,614,528,19,2021-07-28 17:00:41.494939+00,Under 1k,,,
 comp 3,615,419,76,2021-07-28 17:00:41.494939+00,Under 1k,,,
 comp 10,11180,3983,351,2021-07-28 17:00:41.494939+00,Over 10k,,,
 comp 14,3035,872,78,2021-07-28 17:00:41.494939+00,1k-5k,,,
 comp 15,8689,6919,960,2021-07-28 17:00:41.494939+00,5k-10k,,,
 comp 17,12424,866,223,2021-07-28 17:00:41.494939+00,Over 10k,,,
 comp 18,5562,1899,621,2021-07-28 17:00:41.494939+00,5k-10k,,,
nomadpursuit,627,312,53,2021-07-28 18:00:44.606162+00,Under 1k,,,
 comp 2,613,528,19,2021-07-28 18:00:44.606162+00,Under 1k,,,
 comp 3,616,419,76,2021-07-28 18:00:44.606162+00,Under 1k,,,
 comp 10,11180,3983,351,2021-07-28 18:00:44.606162+00,Over 10k,,,
 comp 14,3035,872,78,2021-07-28 18:00:44.606162+00,1k-5k,,,
